win,kills,deaths,dmgObj,dmgTurr,vision_score,totalDmg,totalDmgTaken,totalMinions,gold,position,time,0,rank
True,3,2,6456,4428,43,289940,11076,302,15662,MIDDLE,36.63333333333333,,bronze
True,8,3,11968,11968,5,100170,30478,136,10476,TOP,23.433333333333334,,bronze
False,5,5,6392,2059,34,205997,22407,249,14943,BOTTOM,32.45,,bronze
True,18,6,32235,13833,23,200683,23289,204,17449,BOTTOM,35.15,,bronze
True,5,6,3770,1922,28,119679,37213,163,10812,MIDDLE,31.716666666666665,,bronze
False,1,0,0,0,0,222,67,0,900,MIDDLE,1.75,,bronze
False,2,10,9111,538,23,124005,27672,16,10029,JUNGLE,28.416666666666668,,bronze
True,21,7,16795,1639,24,192753,35424,42,19641,JUNGLE,32.05,,bronze
True,7,0,14852,3527,21,123840,15239,175,11511,MIDDLE,24.466666666666665,,bronze
True,9,4,26153,3327,33,193881,18980,222,14278,MIDDLE,29.183333333333334,,bronze
True,12,4,17183,3515,25,135426,26817,153,13417,MIDDLE,29.866666666666667,,bronze
True,14,13,19649,2368,45,254377,72435,227,18893,MIDDLE,46.55,,bronze
True,1,1,1342,1115,13,59011,9955,104,5441,MIDDLE,15.2,,bronze
True,12,0,7323,3076,12,136957,25773,154,12351,MIDDLE,24.0,,bronze
True,11,9,8889,546,40,144969,26109,62,17184,UTILITY,41.333333333333336,,bronze
True,5,3,401,401,15,27581,6895,12,7272,UTILITY,16.616666666666667,,bronze
True,7,10,1608,1454,35,94716,23192,49,11871,UTILITY,35.2,,bronze
True,6,0,3130,1361,17,34491,3536,13,6480,UTILITY,15.233333333333333,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
True,0,0,0,0,0,423,0,0,516,UTILITY,1.8833333333333333,,bronze
,,,,,,,,,,,,,bronze
True,6,4,11968,1517,43,75536,17208,60,11782,UTILITY,33.666666666666664,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
